date,product_id,warehouse_id,strategy,demand,inbound_units,actual_outbound,inventory_level,unmet_demand,stockout_flag
2024-02-26,P004,WH1,Hybrid A,17,0,17,253,0,False
2024-02-26,P005,WH1,Hybrid A,24,0,24,184,0,False
2024-02-26,P006,WH1,Hybrid A,6,0,6,58,0,False
2024-02-26,P007,WH1,Hybrid A,0,0,0,43,0,False
2024-02-26,P008,WH1,Hybrid A,7,0,7,12,0,False
2024-02-26,P009,WH1,Hybrid A,1,0,1,62,0,False
2024-02-26,P010,WH1,Hybrid A,14,0,14,26,0,False
2024-02-26,P011,WH1,Hybrid A,3,30,3,53,0,False
2024-02-26,P012,WH1,Hybrid A,0,0,0,33,0,False
2024-02-26,P013,WH1,Hybrid A,1,0,1,75,0,False
2024-02-26,P014,WH1,Hybrid A,2,30,2,41,0,False
2024-02-26,P015,WH1,Hybrid A,2,30,2,68,0,False
2024-02-27,P001,WH1,Hybrid A,19,0,19,290,0,False
2024-02-27,P002,WH1,Hybrid A,26,0,26,156,0,False
2024-02-27,P003,WH1,Hybrid A,23,0,23,79,0,False
2024-02-27,P004,WH1,Hybrid A,14,0,14,239,0,False
2024-02-27,P005,WH1,Hybrid A,14,0,14,170,0,False
2024-02-27,P006,WH1,Hybrid A,6,0,6,52,0,False
2024-02-27,P007,WH1,Hybrid A,9,0,9,34,0,False
2024-02-27,P008,WH1,Hybrid A,10,80,10,82,0,False
2024-02-27,P009,WH1,Hybrid A,11,0,11,51,0,False
2024-02-27,P010,WH1,Hybrid A,2,0,2,24,0,False
2024-02-27,P011,WH1,Hybrid A,1,0,1,52,0,False
2024-02-27,P012,WH1,Hybrid A,7,0,7,26,0,False
2024-02-27,P013,WH1,Hybrid A,4,0,4,71,0,False
2024-02-27,P014,WH1,Hybrid A,0,0,0,41,0,False
2024-02-27,P015,WH1,Hybrid A,1,0,1,67,0,False
2024-02-28,P001,WH1,Hybrid A,14,0,14,276,0,False
2024-02-28,P002,WH1,Hybrid A,12,0,12,144,0,False
2024-02-28,P003,WH1,Hybrid A,16,0,16,63,0,False
2024-02-28,P004,WH1,Hybrid A,20,0,20,219,0,False
2024-02-28,P005,WH1,Hybrid A,20,0,20,150,0,False
2024-02-28,P006,WH1,Hybrid A,9,0,9,43,0,False
2024-02-28,P007,WH1,Hybrid A,7,0,7,27,0,False
2024-02-28,P008,WH1,Hybrid A,4,0,4,78,0,False
2024-02-28,P009,WH1,Hybrid A,3,0,3,48,0,False
2024-02-28,P010,WH1,Hybrid A,10,0,10,14,0,False
2024-02-28,P011,WH1,Hybrid A,0,0,0,52,0,False
2024-02-28,P012,WH1,Hybrid A,8,0,8,18,0,False
2024-02-28,P013,WH1,Hybrid A,6,0,6,65,0,False
2024-02-28,P014,WH1,Hybrid A,4,0,4,37,0,False
2024-02-28,P015,WH1,Hybrid A,3,0,3,64,0,False
2024-02-29,P001,WH1,Hybrid A,14,0,14,262,0,False
2024-02-29,P002,WH1,Hybrid A,12,0,12,132,0,False
2024-02-29,P003,WH1,Hybrid A,23,0,23,40,0,False
2024-02-29,P004,WH1,Hybrid A,15,0,15,204,0,False
2024-02-29,P005,WH1,Hybrid A,3,0,3,147,0,False
2024-02-29,P006,WH1,Hybrid A,10,0,10,33,0,False
2024-02-29,P007,WH1,Hybrid A,6,0,6,21,0,False
2024-02-29,P008,WH1,Hybrid A,1,0,1,77,0,False
2024-02-29,P009,WH1,Hybrid A,9,0,9,39,0,False
2024-02-29,P010,WH1,Hybrid A,8,80,8,86,0,False
2024-02-29,P011,WH1,Hybrid A,1,0,1,51,0,False
2024-02-29,P012,WH1,Hybrid A,3,0,3,15,0,False
2024-02-29,P013,WH1,Hybrid A,4,0,4,61,0,False
2024-02-29,P014,WH1,Hybrid A,10,0,10,27,0,False
2024-02-29,P015,WH1,Hybrid A,7,0,7,57,0,False
2024-03-01,P001,WH1,Hybrid A,9,0,9,253,0,False
2024-03-01,P002,WH1,Hybrid A,29,0,29,103,0,False
2024-03-01,P003,WH1,Hybrid A,21,250,21,269,0,False
2024-03-01,P004,WH1,Hybrid A,57,0,57,147,0,False
2024-03-01,P005,WH1,Hybrid A,42,0,42,105,0,False
2024-03-01,P006,WH1,Hybrid A,14,0,14,19,0,False
2024-03-01,P007,WH1,Hybrid A,16,0,16,5,0,False
2024-03-01,P008,WH1,Hybrid A,8,0,8,69,0,False
2024-03-01,P009,WH1,Hybrid A,16,0,16,23,0,False
2024-03-01,P010,WH1,Hybrid A,8,0,8,78,0,False
2024-03-01,P011,WH1,Hybrid A,5,0,5,46,0,False
2024-03-01,P012,WH1,Hybrid A,16,0,15,0,1,True
2024-03-01,P013,WH1,Hybrid A,2,0,2,59,0,False
2024-03-01,P014,WH1,Hybrid A,10,0,10,17,0,False
2024-03-01,P015,WH1,Hybrid A,0,0,0,57,0,False
2024-03-02,P001,WH1,Hybrid A,28,0,28,225,0,False
2024-03-02,P002,WH1,Hybrid A,31,0,31,72,0,False
2024-03-02,P003,WH1,Hybrid A,0,0,0,269,0,False
2024-03-02,P004,WH1,Hybrid A,29,0,29,118,0,False
2024-03-02,P005,WH1,Hybrid A,51,0,51,54,0,False
2024-03-02,P006,WH1,Hybrid A,10,0,10,9,0,False
2024-03-02,P007,WH1,Hybrid A,16,80,16,69,0,False
2024-03-02,P008,WH1,Hybrid A,15,0,15,54,0,False
2024-03-02,P009,WH1,Hybrid A,9,0,9,14,0,False
2024-03-02,P010,WH1,Hybrid A,13,0,13,65,0,False
2024-03-02,P011,WH1,Hybrid A,2,0,2,44,0,False
2024-03-02,P012,WH1,Hybrid A,7,0,0,0,7,True
2024-03-02,P013,WH1,Hybrid A,2,0,2,57,0,False
2024-03-02,P014,WH1,Hybrid A,4,0,4,13,0,False
2024-03-02,P015,WH1,Hybrid A,14,0,14,43,0,False
2024-03-03,P001,WH1,Hybrid A,16,0,16,209,0,False
2024-03-03,P002,WH1,Hybrid A,19,0,19,53,0,False
2024-03-03,P003,WH1,Hybrid A,35,0,35,234,0,False
2024-03-03,P004,WH1,Hybrid A,0,0,0,118,0,False
2024-03-03,P005,WH1,Hybrid A,16,0,16,38,0,False
2024-03-03,P006,WH1,Hybrid A,11,0,9,0,2,True
2024-03-03,P007,WH1,Hybrid A,5,0,5,64,0,False
2024-03-03,P008,WH1,Hybrid A,5,0,5,49,0,False
2024-03-03,P009,WH1,Hybrid A,14,0,14,0,0,False
2024-03-03,P010,WH1,Hybrid A,9,0,9,56,0,False
2024-03-03,P011,WH1,Hybrid A,3,0,3,41,0,False
2024-03-03,P012,WH1,Hybrid A,3,0,0,0,3,True
2024-03-03,P013,WH1,Hybrid A,3,0,3,54,0,False
2024-03-03,P014,WH1,Hybrid A,2,0,2,11,0,False
2024-03-03,P015,WH1,Hybrid A,13,0,13,30,0,False
2024-03-04,P001,WH1,Hybrid A,27,0,27,182,0,False
2024-03-04,P002,WH1,Hybrid A,27,0,27,26,0,False
2024-03-04,P003,WH1,Hybrid A,28,0,28,206,0,False
2024-03-04,P004,WH1,Hybrid A,20,0,20,98,0,False
2024-03-04,P005,WH1,Hybrid A,14,0,14,24,0,False
2024-03-04,P006,WH1,Hybrid A,11,80,11,69,0,False
2024-03-04,P007,WH1,Hybrid A,8,0,8,56,0,False
2024-03-04,P008,WH1,Hybrid A,11,0,11,38,0,False
2024-03-04,P009,WH1,Hybrid A,16,80,16,64,0,False
2024-03-04,P010,WH1,Hybrid A,17,0,17,39,0,False
2024-03-04,P011,WH1,Hybrid A,3,0,3,38,0,False
2024-03-04,P012,WH1,Hybrid A,6,40,6,34,0,False
2024-03-04,P013,WH1,Hybrid A,3,0,3,51,0,False
2024-03-04,P014,WH1,Hybrid A,16,40,16,35,0,False
2024-03-04,P015,WH1,Hybrid A,3,0,3,27,0,False
2024-03-05,P001,WH1,Hybrid A,24,0,24,158,0,False
2024-03-05,P002,WH1,Hybrid A,15,250,15,261,0,False
2024-03-05,P003,WH1,Hybrid A,31,0,31,175,0,False
2024-03-05,P004,WH1,Hybrid A,16,0,16,82,0,False
2024-03-05,P005,WH1,Hybrid A,23,250,23,251,0,False
2024-03-05,P006,WH1,Hybrid A,9,0,9,60,0,False
2024-03-05,P007,WH1,Hybrid A,15,0,15,41,0,False
2024-03-05,P008,WH1,Hybrid A,4,0,4,34,0,False
2024-03-05,P009,WH1,Hybrid A,10,0,10,54,0,False
2024-03-05,P010,WH1,Hybrid A,10,0,10,29,0,False
2024-03-05,P011,WH1,Hybrid A,3,0,3,35,0,False
2024-03-05,P012,WH1,Hybrid A,8,0,8,26,0,False
2024-03-05,P013,WH1,Hybrid A,6,0,6,45,0,False
2024-03-05,P014,WH1,Hybrid A,7,0,7,28,0,False
2024-03-05,P015,WH1,Hybrid A,2,0,2,25,0,False
2024-03-06,P001,WH1,Hybrid A,24,0,24,134,0,False
2024-03-06,P002,WH1,Hybrid A,27,0,27,234,0,False
2024-03-06,P003,WH1,Hybrid A,17,0,17,158,0,False
2024-03-06,P004,WH1,Hybrid A,30,0,30,52,0,False
2024-03-06,P005,WH1,Hybrid A,26,0,26,225,0,False
2024-03-06,P006,WH1,Hybrid A,7,0,7,53,0,False
2024-03-06,P007,WH1,Hybrid A,18,0,18,23,0,False
2024-03-06,P008,WH1,Hybrid A,8,0,8,26,0,False
2024-03-06,P009,WH1,Hybrid A,6,0,6,48,0,False
2024-03-06,P010,WH1,Hybrid A,9,0,9,20,0,False
2024-03-06,P011,WH1,Hybrid A,9,0,9,26,0,False
2024-03-06,P012,WH1,Hybrid A,7,0,7,19,0,False
2024-03-06,P013,WH1,Hybrid A,8,0,8,37,0,False
2024-03-06,P014,WH1,Hybrid A,0,0,0,28,0,False
2024-03-06,P015,WH1,Hybrid A,18,0,18,7,0,False
2024-03-07,P001,WH1,Hybrid A,11,0,11,123,0,False
2024-03-07,P002,WH1,Hybrid A,28,0,28,206,0,False
2024-03-07,P003,WH1,Hybrid A,0,0,0,158,0,False
2024-03-07,P004,WH1,Hybrid A,41,0,41,11,0,False
2024-03-07,P005,WH1,Hybrid A,39,0,39,186,0,False
2024-03-07,P006,WH1,Hybrid A,5,0,5,48,0,False
2024-03-07,P007,WH1,Hybrid A,10,0,10,13,0,False
2024-03-07,P008,WH1,Hybrid A,19,0,19,7,0,False
2024-03-07,P009,WH1,Hybrid A,15,0,15,33,0,False
2024-03-07,P010,WH1,Hybrid A,12,0,12,8,0,False
2024-03-07,P011,WH1,Hybrid A,1,0,1,25,0,False
2024-03-07,P012,WH1,Hybrid A,6,0,6,13,0,False
2024-03-07,P013,WH1,Hybrid A,8,0,8,29,0,False
2024-03-07,P014,WH1,Hybrid A,0,0,0,28,0,False
2024-03-07,P015,WH1,Hybrid A,0,0,0,7,0,False
2024-03-08,P001,WH1,Hybrid A,0,0,0,123,0,False
2024-03-08,P002,WH1,Hybrid A,17,0,17,189,0,False
2024-03-08,P003,WH1,Hybrid A,22,0,22,136,0,False
2024-03-08,P004,WH1,Hybrid A,13,250,13,248,0,False
2024-03-08,P005,WH1,Hybrid A,7,0,7,179,0,False
2024-03-08,P006,WH1,Hybrid A,3,0,3,45,0,False
2024-03-08,P007,WH1,Hybrid A,9,0,9,4,0,False
2024-03-08,P008,WH1,Hybrid A,6,0,6,1,0,False
2024-03-08,P009,WH1,Hybrid A,19,0,19,14,0,False
2024-03-08,P010,WH1,Hybrid A,8,0,8,0,0,False
2024-03-08,P011,WH1,Hybrid A,4,0,4,21,0,False
2024-03-08,P012,WH1,Hybrid A,5,0,5,8,0,False
2024-03-08,P013,WH1,Hybrid A,7,0,7,22,0,False
2024-03-08,P014,WH1,Hybrid A,1,0,1,27,0,False
2024-03-08,P015,WH1,Hybrid A,6,0,6,1,0,False
2024-03-09,P001,WH1,Hybrid A,37,0,37,86,0,False
2024-03-09,P002,WH1,Hybrid A,20,0,20,169,0,False
2024-03-09,P003,WH1,Hybrid A,21,0,21,115,0,False
2024-03-09,P004,WH1,Hybrid A,20,0,20,228,0,False
2024-03-09,P005,WH1,Hybrid A,31,0,31,148,0,False
2024-03-09,P006,WH1,Hybrid A,6,0,6,39,0,False
2024-03-09,P007,WH1,Hybrid A,9,80,9,75,0,False
2024-03-09,P008,WH1,Hybrid A,6,80,6,75,0,False
2024-03-09,P009,WH1,Hybrid A,8,0,8,6,0,False
2024-03-09,P010,WH1,Hybrid A,6,80,6,74,0,False
2024-03-09,P011,WH1,Hybrid A,4,0,4,17,0,False
2024-03-09,P012,WH1,Hybrid A,13,0,8,0,5,True
2024-03-09,P013,WH1,Hybrid A,10,0,10,12,0,False
2024-03-09,P014,WH1,Hybrid A,4,0,4,23,0,False
2024-03-09,P015,WH1,Hybrid A,2,0,1,0,1,True
2024-03-10,P001,WH1,Hybrid A,13,0,13,73,0,False
2024-03-10,P002,WH1,Hybrid A,39,0,39,130,0,False
2024-03-10,P003,WH1,Hybrid A,24,0,24,91,0,False
2024-03-10,P004,WH1,Hybrid A,12,0,12,216,0,False
2024-03-10,P005,WH1,Hybrid A,19,0,19,129,0,False
2024-03-10,P006,WH1,Hybrid A,16,0,16,23,0,False
2024-03-10,P007,WH1,Hybrid A,0,0,0,75,0,False
2024-03-10,P008,WH1,Hybrid A,5,0,5,70,0,False
2024-03-10,P009,WH1,Hybrid A,1,0,1,5,0,False
2024-03-10,P010,WH1,Hybrid A,11,0,11,63,0,False
2024-03-10,P011,WH1,Hybrid A,2,0,2,15,0,False
2024-03-10,P012,WH1,Hybrid A,4,0,0,0,4,True
2024-03-10,P013,WH1,Hybrid A,1,0,1,11,0,False
2024-03-10,P014,WH1,Hybrid A,1,0,1,22,0,False
2024-03-10,P015,WH1,Hybrid A,3,0,0,0,3,True
2024-03-11,P001,WH1,Hybrid A,6,0,6,67,0,False
2024-03-11,P002,WH1,Hybrid A,20,0,20,110,0,False
2024-03-11,P003,WH1,Hybrid A,13,0,13,78,0,False
2024-03-11,P004,WH1,Hybrid A,10,0,10,206,0,False
2024-03-11,P005,WH1,Hybrid A,22,0,22,107,0,False
2024-03-11,P006,WH1,Hybrid A,16,0,16,7,0,False
2024-03-11,P007,WH1,Hybrid A,7,0,7,68,0,False
2024-03-11,P008,WH1,Hybrid A,0,0,0,70,0,False
2024-03-11,P009,WH1,Hybrid A,6,80,6,79,0,False
2024-03-11,P010,WH1,Hybrid A,16,0,16,47,0,False
2024-03-11,P011,WH1,Hybrid A,1,30,1,44,0,False
2024-03-11,P012,WH1,Hybrid A,2,60,2,58,0,False
2024-03-11,P013,WH1,Hybrid A,9,40,9,42,0,False
2024-03-11,P014,WH1,Hybrid A,5,50,5,67,0,False
2024-03-11,P015,WH1,Hybrid A,2,50,2,48,0,False
2024-03-12,P001,WH1,Hybrid A,36,250,36,281,0,False
2024-03-12,P002,WH1,Hybrid A,6,0,6,104,0,False
2024-03-12,P003,WH1,Hybrid A,14,0,14,64,0,False
2024-03-12,P004,WH1,Hybrid A,20,0,20,186,0,False
2024-03-12,P005,WH1,Hybrid A,5,0,5,102,0,False
2024-03-12,P006,WH1,Hybrid A,7,0,7,0,0,False
2024-03-12,P007,WH1,Hybrid A,4,0,4,64,0,False
2024-03-12,P008,WH1,Hybrid A,22,0,22,48,0,False
2024-03-12,P009,WH1,Hybrid A,7,0,7,72,0,False
2024-03-12,P010,WH1,Hybrid A,5,0,5,42,0,False
2024-03-12,P011,WH1,Hybrid A,4,0,4,40,0,False
2024-03-12,P012,WH1,Hybrid A,8,0,8,50,0,False
2024-03-12,P013,WH1,Hybrid A,5,0,5,37,0,False
2024-03-12,P014,WH1,Hybrid A,4,0,4,63,0,False
2024-03-12,P015,WH1,Hybrid A,2,0,2,46,0,False
2024-03-13,P001,WH1,Hybrid A,10,0,10,271,0,False
2024-03-13,P002,WH1,Hybrid A,21,0,21,83,0,False
2024-03-13,P003,WH1,Hybrid A,22,0,22,42,0,False
2024-03-13,P004,WH1,Hybrid A,12,0,12,174,0,False
2024-03-13,P005,WH1,Hybrid A,22,0,22,80,0,False
2024-03-13,P006,WH1,Hybrid A,13,80,13,67,0,False
2024-03-13,P007,WH1,Hybrid A,7,0,7,57,0,False
2024-03-13,P008,WH1,Hybrid A,6,0,6,42,0,False
2024-03-13,P009,WH1,Hybrid A,5,0,5,67,0,False
2024-03-13,P010,WH1,Hybrid A,5,0,5,37,0,False
2024-03-13,P011,WH1,Hybrid A,0,0,0,40,0,False
2024-03-13,P012,WH1,Hybrid A,3,0,3,47,0,False
2024-03-13,P013,WH1,Hybrid A,3,0,3,34,0,False
2024-03-13,P014,WH1,Hybrid A,1,0,1,62,0,False
2024-03-13,P015,WH1,Hybrid A,2,0,2,44,0,False
2024-03-14,P001,WH1,Hybrid A,25,0,25,246,0,False
2024-03-14,P002,WH1,Hybrid A,10,0,10,73,0,False
2024-03-14,P003,WH1,Hybrid A,24,250,24,268,0,False
2024-03-14,P004,WH1,Hybrid A,4,0,4,170,0,False
2024-03-14,P005,WH1,Hybrid A,17,0,17,63,0,False
2024-03-14,P006,WH1,Hybrid A,0,0,0,67,0,False
2024-03-14,P007,WH1,Hybrid A,12,0,12,45,0,False
2024-03-14,P008,WH1,Hybrid A,10,0,10,32,0,False
2024-03-14,P009,WH1,Hybrid A,18,0,18,49,0,False
2024-03-14,P010,WH1,Hybrid A,5,0,5,32,0,False
2024-03-14,P011,WH1,Hybrid A,0,0,0,40,0,False
2024-03-14,P012,WH1,Hybrid A,7,0,7,40,0,False
2024-03-14,P013,WH1,Hybrid A,1,0,1,33,0,False
2024-03-14,P014,WH1,Hybrid A,3,0,3,59,0,False
2024-03-14,P015,WH1,Hybrid A,8,0,8,36,0,False
2024-03-15,P001,WH1,Hybrid A,16,0,16,230,0,False
2024-03-15,P002,WH1,Hybrid A,23,0,23,50,0,False
2024-03-15,P003,WH1,Hybrid A,17,0,17,251,0,False
2024-03-15,P004,WH1,Hybrid A,19,0,19,151,0,False
2024-03-15,P005,WH1,Hybrid A,33,0,33,30,0,False
2024-03-15,P006,WH1,Hybrid A,5,0,5,62,0,False
2024-03-15,P007,WH1,Hybrid A,11,0,11,34,0,False
2024-03-15,P008,WH1,Hybrid A,5,0,5,27,0,False
2024-03-15,P009,WH1,Hybrid A,5,0,5,44,0,False
2024-03-15,P010,WH1,Hybrid A,9,0,9,23,0,False
2024-03-15,P011,WH1,Hybrid A,4,0,4,36,0,False
2024-03-15,P012,WH1,Hybrid A,6,0,6,34,0,False
2024-03-15,P013,WH1,Hybrid A,1,0,1,32,0,False
2024-03-15,P014,WH1,Hybrid A,1,0,1,58,0,False
2024-03-15,P015,WH1,Hybrid A,0,0,0,36,0,False
2024-03-16,P001,WH1,Hybrid A,35,0,35,195,0,False
2024-03-16,P002,WH1,Hybrid A,28,250,28,272,0,False
2024-03-16,P003,WH1,Hybrid A,4,0,4,247,0,False
2024-03-16,P004,WH1,Hybrid A,22,0,22,129,0,False
2024-03-16,P005,WH1,Hybrid A,41,250,41,239,0,False
2024-03-16,P006,WH1,Hybrid A,7,0,7,55,0,False
2024-03-16,P007,WH1,Hybrid A,10,0,10,24,0,False
2024-03-16,P008,WH1,Hybrid A,10,0,10,17,0,False
2024-03-16,P009,WH1,Hybrid A,8,0,8,36,0,False
2024-03-16,P010,WH1,Hybrid A,14,0,14,9,0,False
2024-03-16,P011,WH1,Hybrid A,5,0,5,31,0,False
2024-03-16,P012,WH1,Hybrid A,0,0,0,34,0,False
2024-03-16,P013,WH1,Hybrid A,0,0,0,32,0,False
2024-03-16,P014,WH1,Hybrid A,2,0,2,56,0,False
2024-03-16,P015,WH1,Hybrid A,8,0,8,28,0,False
2024-03-17,P001,WH1,Hybrid A,40,0,40,155,0,False
2024-03-17,P002,WH1,Hybrid A,23,0,23,249,0,False
2024-03-17,P003,WH1,Hybrid A,26,0,26,221,0,False
2024-03-17,P004,WH1,Hybrid A,15,0,15,114,0,False
2024-03-17,P005,WH1,Hybrid A,16,0,16,223,0,False
2024-03-17,P006,WH1,Hybrid A,5,0,5,50,0,False
2024-03-17,P007,WH1,Hybrid A,11,0,11,13,0,False
2024-03-17,P008,WH1,Hybrid A,10,0,10,7,0,False
2024-03-17,P009,WH1,Hybrid A,14,0,14,22,0,False
2024-03-17,P010,WH1,Hybrid A,11,0,9,0,2,True
2024-03-17,P011,WH1,Hybrid A,2,0,2,29,0,False
2024-03-17,P012,WH1,Hybrid A,5,0,5,29,0,False
2024-03-17,P013,WH1,Hybrid A,1,0,1,31,0,False
2024-03-17,P014,WH1,Hybrid A,2,0,2,54,0,False
2024-03-17,P015,WH1,Hybrid A,5,0,5,23,0,False
2024-03-18,P001,WH1,Hybrid A,15,0,15,140,0,False
2024-03-18,P002,WH1,Hybrid A,17,0,17,232,0,False
2024-03-18,P003,WH1,Hybrid A,28,0,28,193,0,False
2024-03-18,P004,WH1,Hybrid A,4,0,4,110,0,False
2024-03-18,P005,WH1,Hybrid A,1,0,1,222,0,False
2024-03-18,P006,WH1,Hybrid A,4,0,4,46,0,False
2024-03-18,P007,WH1,Hybrid A,10,0,10,3,0,False
2024-03-18,P008,WH1,Hybrid A,8,80,8,79,0,False
2024-03-18,P009,WH1,Hybrid A,9,0,9,13,0,False
2024-03-18,P010,WH1,Hybrid A,4,80,4,76,0,False
2024-03-18,P011,WH1,Hybrid A,5,0,5,24,0,False
2024-03-18,P012,WH1,Hybrid A,22,50,22,57,0,False
2024-03-18,P013,WH1,Hybrid A,0,40,0,71,0,False
2024-03-18,P014,WH1,Hybrid A,3,0,3,51,0,False
2024-03-18,P015,WH1,Hybrid A,4,30,4,49,0,False
2024-03-19,P001,WH1,Hybrid A,26,0,26,114,0,False
2024-03-19,P002,WH1,Hybrid A,7,0,7,225,0,False
2024-03-19,P003,WH1,Hybrid A,22,0,22,171,0,False
2024-03-19,P004,WH1,Hybrid A,6,0,6,104,0,False
2024-03-19,P005,WH1,Hybrid A,31,0,31,191,0,False
2024-03-19,P006,WH1,Hybrid A,13,0,13,33,0,False
2024-03-19,P007,WH1,Hybrid A,15,80,15,68,0,False
2024-03-19,P008,WH1,Hybrid A,5,0,5,74,0,False
2024-03-19,P009,WH1,Hybrid A,7,0,7,6,0,False
2024-03-19,P010,WH1,Hybrid A,8,0,8,68,0,False
2024-03-19,P011,WH1,Hybrid A,0,0,0,24,0,False
2024-03-19,P012,WH1,Hybrid A,7,0,7,50,0,False
2024-03-19,P013,WH1,Hybrid A,4,0,4,67,0,False
2024-03-19,P014,WH1,Hybrid A,8,0,8,43,0,False
2024-03-19,P015,WH1,Hybrid A,1,0,1,48,0,False
2024-03-20,P001,WH1,Hybrid A,17,0,17,97,0,False
2024-03-20,P002,WH1,Hybrid A,22,0,22,203,0,False
2024-03-20,P003,WH1,Hybrid A,13,0,13,158,0,False
2024-03-20,P004,WH1,Hybrid A,25,0,25,79,0,False
2024-03-20,P005,WH1,Hybrid A,17,0,17,174,0,False
2024-03-20,P006,WH1,Hybrid A,6,0,6,27,0,False
2024-03-20,P007,WH1,Hybrid A,5,0,5,63,0,False
2024-03-20,P008,WH1,Hybrid A,6,0,6,68,0,False
2024-03-20,P009,WH1,Hybrid A,9,80,9,77,0,False
2024-03-20,P010,WH1,Hybrid A,13,0,13,55,0,False
2024-03-20,P011,WH1,Hybrid A,1,0,1,23,0,False
2024-03-20,P012,WH1,Hybrid A,0,0,0,50,0,False
2024-03-20,P013,WH1,Hybrid A,0,0,0,67,0,False
2024-03-20,P014,WH1,Hybrid A,3,0,3,40,0,False
2024-03-20,P015,WH1,Hybrid A,2,0,2,46,0,False
2024-03-21,P001,WH1,Hybrid A,28,0,28,69,0,False
2024-03-21,P002,WH1,Hybrid A,13,0,13,190,0,False
2024-03-21,P003,WH1,Hybrid A,10,0,10,148,0,False
2024-03-21,P004,WH1,Hybrid A,24,0,24,55,0,False
2024-03-21,P005,WH1,Hybrid A,25,0,25,149,0,False
2024-03-21,P006,WH1,Hybrid A,7,0,7,20,0,False
2024-03-21,P007,WH1,Hybrid A,16,0,16,47,0,False
2024-03-21,P008,WH1,Hybrid A,15,0,15,53,0,False
2024-03-21,P009,WH1,Hybrid A,4,0,4,73,0,False
2024-03-21,P010,WH1,Hybrid A,1,0,1,54,0,False
2024-03-21,P011,WH1,Hybrid A,2,0,2,21,0,False
2024-03-21,P012,WH1,Hybrid A,4,0,4,46,0,False
2024-03-21,P013,WH1,Hybrid A,0,0,0,67,0,False
2024-03-21,P014,WH1,Hybrid A,2,0,2,38,0,False
2024-03-21,P015,WH1,Hybrid A,9,0,9,37,0,False
2024-03-22,P001,WH1,Hybrid A,17,0,17,52,0,False
2024-03-22,P002,WH1,Hybrid A,21,0,21,169,0,False
2024-03-22,P003,WH1,Hybrid A,8,0,8,140,0,False
2024-03-22,P004,WH1,Hybrid A,23,0,23,32,0,False
2024-03-22,P005,WH1,Hybrid A,22,0,22,127,0,False
2024-03-22,P006,WH1,Hybrid A,8,0,8,12,0,False
2024-03-22,P007,WH1,Hybrid A,6,0,6,41,0,False
2024-03-22,P008,WH1,Hybrid A,5,0,5,48,0,False
2024-03-22,P009,WH1,Hybrid A,4,0,4,69,0,False
2024-03-22,P010,WH1,Hybrid A,11,0,11,43,0,False
2024-03-22,P011,WH1,Hybrid A,0,0,0,21,0,False
2024-03-22,P012,WH1,Hybrid A,7,0,7,39,0,False
2024-03-22,P013,WH1,Hybrid A,0,0,0,67,0,False
2024-03-22,P014,WH1,Hybrid A,1,0,1,37,0,False
2024-03-22,P015,WH1,Hybrid A,8,0,8,29,0,False
2024-03-23,P001,WH1,Hybrid A,18,0,18,34,0,False
2024-03-23,P002,WH1,Hybrid A,19,0,19,150,0,False
2024-03-23,P003,WH1,Hybrid A,4,0,4,136,0,False
2024-03-23,P004,WH1,Hybrid A,15,250,15,267,0,False
2024-03-23,P005,WH1,Hybrid A,0,0,0,127,0,False
2024-03-23,P006,WH1,Hybrid A,9,80,9,83,0,False
2024-03-23,P007,WH1,Hybrid A,8,0,8,33,0,False
2024-03-23,P008,WH1,Hybrid A,5,0,5,43,0,False
2024-03-23,P009,WH1,Hybrid A,0,0,0,69,0,False
2024-03-23,P010,WH1,Hybrid A,4,0,4,39,0,False
2024-03-23,P011,WH1,Hybrid A,3,0,3,18,0,False
2024-03-23,P012,WH1,Hybrid A,3,0,3,36,0,False
2024-03-23,P013,WH1,Hybrid A,1,0,1,66,0,False
2024-03-23,P014,WH1,Hybrid A,6,0,6,31,0,False
2024-03-23,P015,WH1,Hybrid A,5,0,5,24,0,False
2024-03-24,P001,WH1,Hybrid A,17,250,17,267,0,False
2024-03-24,P002,WH1,Hybrid A,20,0,20,130,0,False
2024-03-24,P003,WH1,Hybrid A,1,0,1,135,0,False
2024-03-24,P004,WH1,Hybrid A,28,0,28,239,0,False
2024-03-24,P005,WH1,Hybrid A,4,0,4,123,0,False
2024-03-24,P006,WH1,Hybrid A,4,0,4,79,0,False
2024-03-24,P007,WH1,Hybrid A,9,0,9,24,0,False
2024-03-24,P008,WH1,Hybrid A,8,0,8,35,0,False
2024-03-24,P009,WH1,Hybrid A,5,0,5,64,0,False
2024-03-24,P010,WH1,Hybrid A,9,0,9,30,0,False
2024-03-24,P011,WH1,Hybrid A,5,0,5,13,0,False
2024-03-24,P012,WH1,Hybrid A,3,0,3,33,0,False
2024-03-24,P013,WH1,Hybrid A,1,0,1,65,0,False
2024-03-24,P014,WH1,Hybrid A,3,0,3,28,0,False
2024-03-24,P015,WH1,Hybrid A,3,0,3,21,0,False
2024-03-25,P001,WH1,Hybrid A,13,0,13,254,0,False
2024-03-25,P002,WH1,Hybrid A,11,0,11,119,0,False
2024-03-25,P003,WH1,Hybrid A,11,0,11,124,0,False
2024-03-25,P004,WH1,Hybrid A,8,0,8,231,0,False
2024-03-25,P005,WH1,Hybrid A,13,0,13,110,0,False
